path,speaker,speaker_id,digit,utterance_id,sample_rate_hz,num_samples
2_george_35.wav,george,0,2,35,8000,2738
6_jackson_7.wav,jackson,1,6,7,8000,5087
1_lucas_49.wav,lucas,2,1,49,8000,3233
1_nicolas_6.wav,nicolas,3,1,6,8000,2324
0_theo_21.wav,theo,4,0,21,8000,2950
5_yweweler_26.wav,yweweler,5,5,26,8000,3249
0_george_3.wav,george,0,0,3,8000,5007
7_jackson_31.wav,jackson,1,7,31,8000,3367
9_lucas_23.wav,lucas,2,9,23,8000,4221
9_nicolas_30.wav,nicolas,3,9,30,8000,3616
0_theo_17.wav,theo,4,0,17,8000,3009
6_yweweler_48.wav,yweweler,5,6,48,8000,2701
1_george_43.wav,george,0,1,43,8000,3014
6_jackson_21.wav,jackson,1,6,21,8000,6368
3_lucas_6.wav,lucas,2,3,6,8000,5695
2_nicolas_8.wav,nicolas,3,2,8,8000,1914
4_theo_18.wav,theo,4,4,18,8000,3326
5_yweweler_43.wav,yweweler,5,5,43,8000,3763
9_george_20.wav,george,0,9,20,8000,3207
1_jackson_39.wav,jackson,1,1,39,8000,4513
0_lucas_27.wav,lucas,2,0,27,8000,7187
0_nicolas_40.wav,nicolas,3,0,40,8000,3811
8_theo_38.wav,theo,4,8,38,8000,2311
5_yweweler_40.wav,yweweler,5,5,40,8000,5470
4_george_4.wav,george,0,4,4,8000,3479
4_jackson_10.wav,jackson,1,4,10,8000,3005
7_lucas_5.wav,lucas,2,7,5,8000,4314
0_nicolas_19.wav,nicolas,3,0,19,8000,3688
9_theo_4.wav,theo,4,9,4,8000,3535
8_yweweler_41.wav,yweweler,5,8,41,8000,2716
4_george_3.wav,george,0,4,3,8000,3761
7_jackson_25.wav,jackson,1,7,25,8000,3753
0_lucas_14.wav,lucas,2,0,14,8000,4436
6_nicolas_30.wav,nicolas,3,6,30,8000,2590
7_theo_38.wav,theo,4,7,38,8000,3001
6_yweweler_1.wav,yweweler,5,6,1,8000,1251
2_george_21.wav,george,0,2,21,8000,2169
7_jackson_36.wav,jackson,1,7,36,8000,3195
6_lucas_6.wav,lucas,2,6,6,8000,4188
8_nicolas_16.wav,nicolas,3,8,16,8000,3739
4_theo_3.wav,theo,4,4,3,8000,2014
0_yweweler_44.wav,yweweler,5,0,44,8000,2529
9_george_8.wav,george,0,9,8,8000,4308
3_jackson_47.wav,jackson,1,3,47,8000,4546
9_lucas_39.wav,lucas,2,9,39,8000,4657
6_nicolas_17.wav,nicolas,3,6,17,8000,1843
1_theo_2.wav,theo,4,1,2,8000,1556
4_yweweler_11.wav,yweweler,5,4,11,8000,2733
2_george_28.wav,george,0,2,28,8000,2793
8_jackson_20.wav,jackson,1,8,20,8000,3158
9_lucas_4.wav,lucas,2,9,4,8000,3813
0_nicolas_5.wav,nicolas,3,0,5,8000,3251
9_theo_42.wav,theo,4,9,42,8000,3698
3_yweweler_20.wav,yweweler,5,3,20,8000,2218
7_george_21.wav,george,0,7,21,8000,3578
2_jackson_19.wav,jackson,1,2,19,8000,4130
7_lucas_13.wav,lucas,2,7,13,8000,3648
5_nicolas_15.wav,nicolas,3,5,15,8000,3464
8_theo_20.wav,theo,4,8,20,8000,3123
3_yweweler_49.wav,yweweler,5,3,49,8000,2077
1_george_49.wav,george,0,1,49,8000,3593
8_jackson_45.wav,jackson,1,8,45,8000,3506
7_lucas_23.wav,lucas,2,7,23,8000,3659
1_nicolas_16.wav,nicolas,3,1,16,8000,2384
1_theo_41.wav,theo,4,1,41,8000,1692
9_yweweler_8.wav,yweweler,5,9,8,8000,3164
1_george_37.wav,george,0,1,37,8000,1399
7_jackson_22.wav,jackson,1,7,22,8000,3559
6_lucas_33.wav,lucas,2,6,33,8000,7820
2_nicolas_49.wav,nicolas,3,2,49,8000,2878
5_theo_45.wav,theo,4,5,45,8000,3389
2_yweweler_49.wav,yweweler,5,2,49,8000,2416
0_george_47.wav,george,0,0,47,8000,3885
0_jackson_6.wav,jackson,1,0,6,8000,5052
2_lucas_36.wav,lucas,2,2,36,8000,4289
7_nicolas_15.wav,nicolas,3,7,15,8000,2343
4_theo_5.wav,theo,4,4,5,8000,1790
7_yweweler_31.wav,yweweler,5,7,31,8000,2116
9_george_42.wav,george,0,9,42,8000,2846
8_jackson_10.wav,jackson,1,8,10,8000,2914
5_lucas_15.wav,lucas,2,5,15,8000,4423
2_nicolas_41.wav,nicolas,3,2,41,8000,2878
3_theo_1.wav,theo,4,3,1,8000,2223
1_yweweler_42.wav,yweweler,5,1,42,8000,2764
3_george_45.wav,george,0,3,45,8000,3218
8_jackson_30.wav,jackson,1,8,30,8000,3519
3_lucas_30.wav,lucas,2,3,30,8000,4821
1_nicolas_7.wav,nicolas,3,1,7,8000,2390
8_theo_7.wav,theo,4,8,7,8000,2565
9_yweweler_16.wav,yweweler,5,9,16,8000,3425
0_george_6.wav,george,0,0,6,8000,5148
2_jackson_12.wav,jackson,1,2,12,8000,3900
0_lucas_41.wav,lucas,2,0,41,8000,4434
2_nicolas_1.wav,nicolas,3,2,1,8000,2385
1_theo_43.wav,theo,4,1,43,8000,3236
9_yweweler_39.wav,yweweler,5,9,39,8000,3091
1_george_16.wav,george,0,1,16,8000,4600
4_jackson_33.wav,jackson,1,4,33,8000,3357
5_lucas_27.wav,lucas,2,5,27,8000,4817
1_nicolas_10.wav,nicolas,3,1,10,8000,2910
2_theo_24.wav,theo,4,2,24,8000,5167
7_yweweler_12.wav,yweweler,5,7,12,8000,2707
4_george_8.wav,george,0,4,8,8000,4734
3_jackson_48.wav,jackson,1,3,48,8000,4112
4_lucas_10.wav,lucas,2,4,10,8000,4594
0_nicolas_43.wav,nicolas,3,0,43,8000,3686
6_theo_7.wav,theo,4,6,7,8000,3582
0_yweweler_42.wav,yweweler,5,0,42,8000,3410
2_george_41.wav,george,0,2,41,8000,2368
2_jackson_38.wav,jackson,1,2,38,8000,3766
2_lucas_40.wav,lucas,2,2,40,8000,3586
8_nicolas_45.wav,nicolas,3,8,45,8000,3119
4_theo_17.wav,theo,4,4,17,8000,1632
5_yweweler_3.wav,yweweler,5,5,3,8000,3327
5_george_33.wav,george,0,5,33,8000,2807
1_jackson_7.wav,jackson,1,1,7,8000,4479
3_lucas_36.wav,lucas,2,3,36,8000,7396
2_nicolas_44.wav,nicolas,3,2,44,8000,2506
0_theo_39.wav,theo,4,0,39,8000,3375
7_yweweler_33.wav,yweweler,5,7,33,8000,3808
6_george_21.wav,george,0,6,21,8000,2551
3_jackson_23.wav,jackson,1,3,23,8000,3659
7_lucas_7.wav,lucas,2,7,7,8000,8309
8_nicolas_37.wav,nicolas,3,8,37,8000,3262
8_theo_17.wav,theo,4,8,17,8000,2757
3_yweweler_33.wav,yweweler,5,3,33,8000,2695
6_george_46.wav,george,0,6,46,8000,3398
7_jackson_24.wav,jackson,1,7,24,8000,3519
8_lucas_12.wav,lucas,2,8,12,8000,3883
9_nicolas_15.wav,nicolas,3,9,15,8000,3448
6_theo_17.wav,theo,4,6,17,8000,4779
8_yweweler_39.wav,yweweler,5,8,39,8000,2798
5_george_24.wav,george,0,5,24,8000,3201
1_jackson_40.wav,jackson,1,1,40,8000,4863
6_lucas_21.wav,lucas,2,6,21,8000,5050
7_nicolas_12.wav,nicolas,3,7,12,8000,2936
1_theo_37.wav,theo,4,1,37,8000,2461
1_yweweler_20.wav,yweweler,5,1,20,8000,2928
4_george_5.wav,george,0,4,5,8000,3841
3_jackson_41.wav,jackson,1,3,41,8000,3998
2_lucas_48.wav,lucas,2,2,48,8000,4645
7_nicolas_35.wav,nicolas,3,7,35,8000,2469
6_theo_40.wav,theo,4,6,40,8000,3326
3_yweweler_0.wav,yweweler,5,3,0,8000,3135
7_george_37.wav,george,0,7,37,8000,2673
8_jackson_28.wav,jackson,1,8,28,8000,3283
6_lucas_15.wav,lucas,2,6,15,8000,4574
1_nicolas_41.wav,nicolas,3,1,41,8000,2495
2_theo_27.wav,theo,4,2,27,8000,3548
0_yweweler_13.wav,yweweler,5,0,13,8000,3443
2_george_7.wav,george,0,2,7,8000,2875
1_jackson_8.wav,jackson,1,1,8,8000,4052
2_lucas_47.wav,lucas,2,2,47,8000,3424
9_nicolas_3.wav,nicolas,3,9,3,8000,3486
2_theo_1.wav,theo,4,2,1,8000,1819
0_yweweler_4.wav,yweweler,5,0,4,8000,2531
0_george_48.wav,george,0,0,48,8000,4016
9_jackson_14.wav,jackson,1,9,14,8000,4972
4_lucas_33.wav,lucas,2,4,33,8000,4007
8_nicolas_22.wav,nicolas,3,8,22,8000,3136
3_theo_4.wav,theo,4,3,4,8000,1795
8_yweweler_24.wav,yweweler,5,8,24,8000,2982
2_george_4.wav,george,0,2,4,8000,3078
4_jackson_48.wav,jackson,1,4,48,8000,3754
8_lucas_32.wav,lucas,2,8,32,8000,4392
5_nicolas_26.wav,nicolas,3,5,26,8000,3062
9_theo_3.wav,theo,4,9,3,8000,3593
3_yweweler_21.wav,yweweler,5,3,21,8000,3320
0_george_41.wav,george,0,0,41,8000,3026
1_jackson_47.wav,jackson,1,1,47,8000,4494
3_lucas_26.wav,lucas,2,3,26,8000,5733
5_nicolas_30.wav,nicolas,3,5,30,8000,2830
8_theo_9.wav,theo,4,8,9,8000,2813
3_yweweler_24.wav,yweweler,5,3,24,8000,2203
8_george_42.wav,george,0,8,42,8000,3158
9_jackson_26.wav,jackson,1,9,26,8000,4984
1_lucas_10.wav,lucas,2,1,10,8000,3051
1_nicolas_5.wav,nicolas,3,1,5,8000,2626
9_theo_29.wav,theo,4,9,29,8000,6567
3_yweweler_5.wav,yweweler,5,3,5,8000,2478
9_george_35.wav,george,0,9,35,8000,2863
8_jackson_31.wav,jackson,1,8,31,8000,3399
2_lucas_0.wav,lucas,2,2,0,8000,2997
4_nicolas_30.wav,nicolas,3,4,30,8000,1832
1_theo_13.wav,theo,4,1,13,8000,2906
6_yweweler_19.wav,yweweler,5,6,19,8000,1446
7_george_8.wav,george,0,7,8,8000,5159
7_jackson_2.wav,jackson,1,7,2,8000,3077
7_lucas_8.wav,lucas,2,7,8,8000,6405
4_nicolas_22.wav,nicolas,3,4,22,8000,2333
6_theo_24.wav,theo,4,6,24,8000,3992
0_yweweler_11.wav,yweweler,5,0,11,8000,2967
0_george_2.wav,george,0,0,2,8000,5332
4_jackson_23.wav,jackson,1,4,23,8000,3260
8_lucas_24.wav,lucas,2,8,24,8000,3258
8_nicolas_2.wav,nicolas,3,8,2,8000,1936
9_theo_26.wav,theo,4,9,26,8000,4450
4_yweweler_9.wav,yweweler,5,4,9,8000,2726
6_george_35.wav,george,0,6,35,8000,4175
5_jackson_26.wav,jackson,1,5,26,8000,3261
7_lucas_42.wav,lucas,2,7,42,8000,4337
9_nicolas_42.wav,nicolas,3,9,42,8000,3383
4_theo_44.wav,theo,4,4,44,8000,2113
1_yweweler_23.wav,yweweler,5,1,23,8000,2613
9_george_15.wav,george,0,9,15,8000,4346
7_jackson_3.wav,jackson,1,7,3,8000,3472
4_lucas_22.wav,lucas,2,4,22,8000,4654
2_nicolas_35.wav,nicolas,3,2,35,8000,2730
2_theo_17.wav,theo,4,2,17,8000,2663
0_yweweler_41.wav,yweweler,5,0,41,8000,2657
